Value, Time of DA (ns), Prime? (According to DA), Time of RA (ns), Prime? (According to RA)
10000000000027776,300,NO,100,NO
10000000000027777,500,NO,1600,NO
10000000000027778,300,NO,100,NO
10000000000027779,300,NO,1600,NO
10000000000027780,300,NO,100,NO
10000000000027781,1039472200,YES,46500,YES
10000000000027782,2000,NO,300,NO
10000000000027783,1076108600,YES,42500,YES
10000000000027784,2100,NO,200,NO
10000000000027785,400,NO,2400,NO
10000000000027786,300,NO,100,NO
10000000000027787,247200,NO,2600,NO
10000000000027788,400,NO,100,NO
10000000000027789,3133500,NO,5400,NO
10000000000027790,800,NO,200,NO
10000000000027791,500,NO,2700,NO
10000000000027792,300,NO,200,NO
10000000000027793,500,NO,2200,NO
10000000000027794,300,NO,100,NO
10000000000027795,300,NO,1800,NO
10000000000027796,300,NO,100,NO
10000000000027797,300,NO,1600,NO
10000000000027798,300,NO,100,NO
10000000000027799,16400,NO,2000,NO
10000000000027800,200,NO,100,NO
10000000000027801,48135900,NO,6300,NO
10000000000027802,2400,NO,300,NO
10000000000027803,400,NO,2600,NO
10000000000027804,300,NO,100,NO
10000000000027805,300,NO,1700,NO
10000000000027806,300,NO,200,NO
10000000000027807,400,NO,1600,NO
10000000000027808,200,NO,100,NO
10000000000027809,300,NO,1600,NO
10000000000027810,200,NO,100,NO
10000000000027811,400,NO,1500,NO
10000000000027812,300,NO,100,NO
10000000000027813,307344600,NO,6500,NO
10000000000027814,1700,NO,400,NO
10000000000027815,400,NO,2800,NO
10000000000027816,300,NO,100,NO
10000000000027817,400,NO,1900,NO
10000000000027818,300,NO,100,NO
10000000000027819,1480300,NO,3300,NO
10000000000027820,400,NO,100,NO
10000000000027821,400,NO,2000,NO
10000000000027822,300,NO,100,NO
10000000000027823,687300,NO,2600,NO
10000000000027824,400,NO,200,NO
10000000000027825,400,NO,1800,NO
10000000000027826,300,NO,100,NO
10000000000027827,300,NO,1600,NO
10000000000027828,300,NO,100,NO
10000000000027829,500,NO,1600,NO
10000000000027830,300,NO,100,NO
10000000000027831,500,NO,1500,NO
10000000000027832,300,NO,100,NO
10000000000027833,300,NO,1600,NO
10000000000027834,300,NO,100,NO
10000000000027835,300,NO,1500,NO
10000000000027836,300,NO,100,NO
10000000000027837,20200,NO,1500,NO
10000000000027838,300,NO,100,NO
10000000000027839,400,NO,1500,NO
10000000000027840,300,NO,100,NO
10000000000027841,1300,NO,1800,NO
10000000000027842,200,NO,100,NO
10000000000027843,400,NO,1500,NO
10000000000027844,300,NO,100,NO
10000000000027845,300,NO,1600,NO
10000000000027846,300,NO,100,NO
10000000000027847,800,NO,1500,NO
10000000000027848,300,NO,100,NO
10000000000027849,300,NO,1700,NO
10000000000027850,200,NO,100,NO
10000000000027851,400,NO,1600,NO
10000000000027852,300,NO,100,NO
10000000000027853,700,NO,1700,NO
10000000000027854,300,NO,200,NO
10000000000027855,400,NO,1600,NO
10000000000027856,300,NO,100,NO
10000000000027857,300,NO,1600,NO
10000000000027858,300,NO,100,NO
10000000000027859,700,NO,1600,NO
10000000000027860,300,NO,100,NO
10000000000027861,1035894800,YES,46800,YES
10000000000027862,1800,NO,300,NO
10000000000027863,300,NO,2300,NO
10000000000027864,300,NO,100,NO
10000000000027865,300,NO,2000,NO
10000000000027866,300,NO,100,NO
10000000000027867,1043831600,YES,42700,YES
10000000000027868,1400,NO,200,NO
10000000000027869,1400,NO,4200,NO
10000000000027870,600,NO,200,NO
10000000000027871,1057840000,YES,44200,YES
10000000000027872,1300,NO,200,NO
10000000000027873,500,NO,2500,NO
10000000000027874,300,NO,100,NO
10000000000027875,400,NO,1900,NO
10000000000027876,300,NO,200,NO
10000000000027877,400,NO,1900,NO
10000000000027878,200,NO,100,NO
10000000000027879,500,NO,1700,NO
10000000000027880,300,NO,100,NO
10000000000027881,300,NO,1600,NO
10000000000027882,300,NO,100,NO
10000000000027883,29200,NO,1600,NO
10000000000027884,300,NO,100,NO
10000000000027885,300,NO,1500,NO
10000000000027886,300,NO,100,NO
10000000000027887,300,NO,1600,NO
10000000000027888,200,NO,100,NO
10000000000027889,18956700,NO,8100,NO
10000000000027890,1600,NO,200,NO
10000000000027891,400,NO,2800,NO
10000000000027892,400,NO,100,NO
10000000000027893,300,NO,1800,NO
10000000000027894,300,NO,100,NO
10000000000027895,400,NO,1700,NO
10000000000027896,300,NO,100,NO
10000000000027897,2800,NO,2000,NO
10000000000027898,300,NO,100,NO
10000000000027899,400,NO,1700,NO
10000000000027900,300,NO,100,NO
10000000000027901,919467100,NO,9200,NO
10000000000027902,2000,NO,300,NO
10000000000027903,3900,NO,2700,NO
10000000000027904,300,NO,100,NO
10000000000027905,300,NO,2300,NO
10000000000027906,300,NO,100,NO
10000000000027907,600,NO,1700,NO
10000000000027908,1300,NO,400,NO
10000000000027909,7100,NO,3000,NO
10000000000027910,400,NO,100,NO
10000000000027911,300,NO,2200,NO
10000000000027912,200,NO,100,NO
10000000000027913,500,NO,1700,NO
10000000000027914,300,NO,100,NO
10000000000027915,400,NO,1700,NO
10000000000027916,300,NO,100,NO
10000000000027917,400,NO,1700,NO
10000000000027918,300,NO,100,NO
10000000000027919,400,NO,1700,NO
10000000000027920,300,NO,100,NO
10000000000027921,400,NO,1600,NO
10000000000027922,200,NO,100,NO
10000000000027923,300,NO,1600,NO
10000000000027924,200,NO,100,NO
10000000000027925,300,NO,1500,NO
10000000000027926,300,NO,100,NO
10000000000027927,1310300,NO,3700,NO
10000000000027928,500,NO,100,NO
10000000000027929,300,NO,1800,NO
10000000000027930,200,NO,100,NO
10000000000027931,1800,NO,1600,NO
10000000000027932,300,NO,100,NO
10000000000027933,300,NO,1600,NO
10000000000027934,200,NO,100,NO
10000000000027935,300,NO,1600,NO
10000000000027936,300,NO,100,NO
10000000000027937,777300,NO,3400,NO
10000000000027938,400,NO,200,NO
10000000000027939,500,NO,1900,NO
10000000000027940,300,NO,100,NO
10000000000027941,300,NO,1600,NO
10000000000027942,300,NO,100,NO
10000000000027943,159100,NO,2200,NO
10000000000027944,300,NO,100,NO
10000000000027945,300,NO,1800,NO
10000000000027946,200,NO,100,NO
10000000000027947,300,NO,1700,NO
10000000000027948,300,NO,100,NO
10000000000027949,1700,NO,1500,NO
10000000000027950,300,NO,100,NO
10000000000027951,5200,NO,1600,NO
10000000000027952,300,NO,100,NO
10000000000027953,300,NO,1500,NO
10000000000027954,300,NO,100,NO
10000000000027955,400,NO,1600,NO
10000000000027956,300,NO,100,NO
10000000000027957,1050481300,YES,44900,YES
10000000000027958,1300,NO,200,NO
10000000000027959,400,NO,2600,NO
10000000000027960,300,NO,100,NO
10000000000027961,400,NO,1900,NO
10000000000027962,200,NO,100,NO
10000000000027963,5000,NO,1800,NO
10000000000027964,300,NO,100,NO
10000000000027965,400,NO,1700,NO
10000000000027966,300,NO,100,NO
10000000000027967,1000,NO,1800,NO
10000000000027968,300,NO,100,NO
10000000000027969,700,NO,1600,NO
10000000000027970,200,NO,100,NO
10000000000027971,400,NO,1700,NO
10000000000027972,300,NO,100,NO
10000000000027973,400,NO,1500,NO
10000000000027974,200,NO,100,NO
10000000000027975,400,NO,1700,NO
10000000000027976,300,NO,100,NO
10000000000027977,400,NO,1800,NO
10000000000027978,300,NO,100,NO
10000000000027979,1600,NO,1700,NO
10000000000027980,300,NO,100,NO
10000000000027981,600,NO,1800,NO
10000000000027982,300,NO,100,NO
10000000000027983,300,NO,1600,NO
10000000000027984,200,NO,100,NO
10000000000027985,400,NO,1600,NO
10000000000027986,300,NO,100,NO
10000000000027987,700,NO,1900,NO
10000000000027988,300,NO,100,NO
10000000000027989,400,NO,1600,NO
10000000000027990,1400,NO,400,NO
10000000000027991,1600,NO,3200,NO
10000000000027992,300,NO,200,NO
10000000000027993,900,NO,2400,NO
10000000000027994,200,NO,100,NO
10000000000027995,300,NO,1900,NO
10000000000027996,300,NO,100,NO
10000000000027997,1092998400,YES,44000,YES
10000000000027998,1700,NO,300,NO
10000000000027999,500,NO,2400,NO
10000000000028000,300,NO,100,NO
10000000000028001,300,NO,1800,NO
10000000000028002,300,NO,200,NO
10000000000028003,400,NO,1600,NO
10000000000028004,200,NO,100,NO
10000000000028005,400,NO,1500,NO
10000000000028006,300,NO,100,NO
10000000000028007,300,NO,1700,NO
10000000000028008,300,NO,100,NO
10000000000028009,17000,NO,1600,NO
10000000000028010,300,NO,100,NO
10000000000028011,8843000,NO,4300,NO
10000000000028012,1000,NO,100,NO
10000000000028013,300,NO,1900,NO
10000000000028014,300,NO,100,NO
10000000000028015,400,NO,1700,NO
10000000000028016,300,NO,100,NO
10000000000028017,400,NO,1600,NO
10000000000028018,300,NO,100,NO
10000000000028019,300,NO,1600,NO
10000000000028020,300,NO,100,NO
10000000000028021,600,NO,1600,NO
10000000000028022,300,NO,100,NO
10000000000028023,1200,NO,1600,NO
10000000000028024,300,NO,100,NO
10000000000028025,300,NO,1700,NO
10000000000028026,300,NO,100,NO
10000000000028027,400,NO,1600,NO
10000000000028028,300,NO,100,NO
10000000000028029,22800,NO,1700,NO
10000000000028030,300,NO,100,NO
10000000000028031,300,NO,1500,NO
10000000000028032,300,NO,100,NO
10000000000028033,500,NO,1500,NO
10000000000028034,300,NO,100,NO
10000000000028035,300,NO,1500,NO
10000000000028036,300,NO,100,NO
10000000000028037,300,NO,1500,NO
10000000000028038,300,NO,100,NO
10000000000028039,137061900,NO,6900,NO
10000000000028040,1900,NO,200,NO
10000000000028041,8400,NO,3000,NO
10000000000028042,300,NO,100,NO
10000000000028043,300,NO,1900,NO
10000000000028044,300,NO,100,NO
10000000000028045,300,NO,1600,NO
10000000000028046,200,NO,100,NO
10000000000028047,1300,NO,1600,NO
10000000000028048,300,NO,100,NO
10000000000028049,300,NO,1600,NO
10000000000028050,300,NO,100,NO
10000000000028051,500,NO,1700,NO
10000000000028052,300,NO,100,NO
10000000000028053,1037978700,YES,47600,YES
10000000000028054,1400,NO,400,NO
10000000000028055,400,NO,2400,NO
10000000000028056,300,NO,100,NO
10000000000028057,1500,NO,1900,NO
10000000000028058,200,NO,100,NO
10000000000028059,300,NO,1600,NO
10000000000028060,300,NO,100,NO
10000000000028061,400,NO,1600,NO
10000000000028062,300,NO,100,NO
10000000000028063,1045599300,YES,43900,YES
10000000000028064,1400,NO,300,NO
10000000000028065,500,NO,4400,NO
10000000000028066,300,NO,200,NO
10000000000028067,400,NO,2200,NO
10000000000028068,300,NO,100,NO
10000000000028069,3000,NO,2200,NO
10000000000028070,300,NO,100,NO
10000000000028071,500,NO,1700,NO
10000000000028072,300,NO,100,NO
10000000000028073,300,NO,1700,NO
10000000000028074,300,NO,100,NO
10000000000028075,400,NO,1600,NO
10000000000028076,300,NO,100,NO
10000000000028077,500,NO,1700,NO
10000000000028078,200,NO,100,NO
10000000000028079,300,NO,1600,NO
10000000000028080,300,NO,100,NO
10000000000028081,55243700,NO,7800,NO
10000000000028082,1500,NO,200,NO
10000000000028083,700,NO,2900,NO
10000000000028084,300,NO,100,NO
10000000000028085,300,NO,1900,NO
10000000000028086,300,NO,100,NO
10000000000028087,300,NO,2000,NO
10000000000028088,200,NO,100,NO
10000000000028089,294078700,NO,7100,NO
10000000000028090,1600,NO,400,NO
10000000000028091,400,NO,2700,NO
10000000000028092,300,NO,100,NO
10000000000028093,400,NO,2000,NO
10000000000028094,300,NO,200,NO
10000000000028095,300,NO,1600,NO
10000000000028096,200,NO,100,NO
10000000000028097,300,NO,1600,NO
10000000000028098,300,NO,100,NO
10000000000028099,1038267300,YES,44000,YES
10000000000028100,1100,NO,200,NO
10000000000028101,400,NO,2300,NO
10000000000028102,300,NO,100,NO
10000000000028103,300,NO,1800,NO
10000000000028104,300,NO,100,NO
10000000000028105,400,NO,1700,NO
10000000000028106,300,NO,100,NO
10000000000028107,700,NO,1600,NO
10000000000028108,300,NO,100,NO
10000000000028109,300,NO,1500,NO
10000000000028110,300,NO,100,NO
10000000000028111,1041073400,YES,44100,YES
10000000000028112,1700,NO,200,NO
10000000000028113,41378000,NO,8100,NO
10000000000028114,2400,NO,300,NO
10000000000028115,400,NO,2900,NO
10000000000028116,300,NO,100,NO
10000000000028117,500,NO,2100,NO
10000000000028118,300,NO,100,NO
10000000000028119,2500,NO,1700,NO
10000000000028120,300,NO,100,NO
10000000000028121,300,NO,1600,NO
10000000000028122,300,NO,100,NO
10000000000028123,9500,NO,1800,NO
10000000000028124,300,NO,100,NO
10000000000028125,1600,NO,3800,NO
10000000000028126,500,NO,200,NO
10000000000028127,400,NO,2800,NO
10000000000028128,300,NO,100,NO
10000000000028129,500,NO,2300,NO
10000000000028130,300,NO,100,NO
10000000000028131,98700,NO,2100,NO
10000000000028132,300,NO,100,NO
10000000000028133,300,NO,1800,NO
10000000000028134,300,NO,100,NO
10000000000028135,400,NO,9700,NO
10000000000028136,300,NO,100,NO
10000000000028137,400,NO,1500,NO
10000000000028138,300,NO,100,NO
10000000000028139,200,NO,1700,NO
10000000000028140,400,NO,100,NO
10000000000028141,11124000,NO,5800,NO
10000000000028142,1500,NO,100,NO
10000000000028143,400,NO,2100,NO
10000000000028144,300,NO,100,NO
10000000000028145,300,NO,1600,NO
10000000000028146,300,NO,100,NO
10000000000028147,800,NO,1700,NO
10000000000028148,300,NO,100,NO
10000000000028149,1042693100,YES,45300,YES
10000000000028150,1200,NO,200,NO
10000000000028151,400,NO,2200,NO
10000000000028152,300,NO,200,NO
10000000000028153,43574100,NO,5900,NO
10000000000028154,1700,NO,200,NO
10000000000028155,500,NO,3100,NO
10000000000028156,300,NO,100,NO
10000000000028157,300,NO,2000,NO
10000000000028158,300,NO,200,NO
10000000000028159,500,NO,1700,NO
10000000000028160,300,NO,100,NO
10000000000028161,878000,NO,2600,NO
10000000000028162,300,NO,100,NO
10000000000028163,300,NO,1700,NO
10000000000028164,200,NO,100,NO
10000000000028165,300,NO,1600,NO
10000000000028166,300,NO,100,NO
10000000000028167,1045768400,YES,44400,YES
10000000000028168,1600,NO,300,NO
10000000000028169,400,NO,2200,NO
10000000000028170,300,NO,100,NO
10000000000028171,400,NO,1700,NO
10000000000028172,300,NO,100,NO
10000000000028173,500,NO,1600,NO
10000000000028174,2200,NO,100,NO
10000000000028175,300,NO,1600,NO
10000000000028176,300,NO,100,NO
10000000000028177,800,NO,1600,NO
10000000000028178,300,NO,0,NO
10000000000028179,1400,NO,1600,NO
10000000000028180,300,NO,100,NO
10000000000028181,300,NO,1400,NO
10000000000028182,300,NO,100,NO
10000000000028183,1042427200,YES,45000,YES
10000000000028184,1200,NO,400,NO
10000000000028185,400,NO,2400,NO
10000000000028186,400,NO,100,NO
10000000000028187,1300,NO,2200,NO
10000000000028188,300,NO,100,NO
10000000000028189,1200,NO,1700,NO
10000000000028190,300,NO,100,NO
10000000000028191,2451300,NO,5200,NO
10000000000028192,1000,NO,200,NO
10000000000028193,500,NO,3000,NO
10000000000028194,400,NO,100,NO
10000000000028195,400,NO,2100,NO
10000000000028196,300,NO,100,NO
10000000000028197,181522700,NO,7600,NO
10000000000028198,1300,NO,200,NO
10000000000028199,400,NO,2900,NO
10000000000028200,300,NO,100,NO
10000000000028201,800,NO,2100,NO
10000000000028202,300,NO,100,NO
10000000000028203,400,NO,2100,NO
10000000000028204,300,NO,100,NO
10000000000028205,300,NO,1600,NO
10000000000028206,300,NO,100,NO
10000000000028207,500,NO,2000,NO
10000000000028208,300,NO,100,NO
10000000000028209,2000,NO,1700,NO
10000000000028210,300,NO,100,NO
10000000000028211,300,NO,1600,NO
10000000000028212,300,NO,100,NO
10000000000028213,500,NO,1700,NO
10000000000028214,200,NO,100,NO
10000000000028215,600,NO,1500,NO
10000000000028216,300,NO,0,NO
10000000000028217,400,NO,1800,NO
10000000000028218,300,NO,100,NO
10000000000028219,600,NO,1600,NO
10000000000028220,300,NO,100,NO
10000000000028221,700,NO,1600,NO
10000000000028222,200,NO,100,NO
10000000000028223,400,NO,1700,NO
10000000000028224,200,NO,100,NO
10000000000028225,400,NO,1600,NO
10000000000028226,300,NO,100,NO
10000000000028227,400,NO,1500,NO
10000000000028228,300,NO,100,NO
10000000000028229,400,NO,1600,NO
10000000000028230,300,NO,100,NO
10000000000028231,700,NO,1600,NO
10000000000028232,300,NO,100,NO
10000000000028233,600,NO,1800,NO
10000000000028234,300,NO,100,NO
10000000000028235,400,NO,1700,NO
10000000000028236,200,NO,100,NO
10000000000028237,2328900,NO,6800,NO
10000000000028238,1400,NO,300,NO
10000000000028239,1000,NO,2800,NO
10000000000028240,300,NO,200,NO
10000000000028241,1600,NO,3900,NO
10000000000028242,500,NO,200,NO
10000000000028243,1200,NO,2700,NO
10000000000028244,300,NO,200,NO
10000000000028245,400,NO,2100,NO
10000000000028246,300,NO,100,NO
10000000000028247,300,NO,1600,NO
10000000000028248,300,NO,100,NO
10000000000028249,600,NO,1700,NO
10000000000028250,200,NO,100,NO
10000000000028251,1800,NO,1700,NO
10000000000028252,300,NO,100,NO
10000000000028253,400,NO,1600,NO
10000000000028254,300,NO,100,NO
10000000000028255,300,NO,1500,NO
10000000000028256,200,NO,100,NO
10000000000028257,1400,NO,1500,NO
10000000000028258,200,NO,100,NO
10000000000028259,300,NO,1500,NO
10000000000028260,200,NO,100,NO
10000000000028261,3000,NO,1600,NO
10000000000028262,300,NO,100,NO
10000000000028263,700,NO,1600,NO
10000000000028264,300,NO,100,NO
10000000000028265,400,NO,1600,NO
10000000000028266,300,NO,100,NO
10000000000028267,1036200900,YES,45700,YES
10000000000028268,1700,NO,300,NO
10000000000028269,500,NO,2300,NO
10000000000028270,300,NO,100,NO
10000000000028271,300,NO,1900,NO
10000000000028272,400,NO,200,NO
10000000000028273,3100,NO,2000,NO
10000000000028274,200,NO,100,NO
10000000000028275,300,NO,1600,NO
10000000000028276,200,NO,100,NO
10000000000028277,300,NO,1700,NO
10000000000028278,300,NO,100,NO
10000000000028279,1400,NO,1600,NO
10000000000028280,200,NO,100,NO
10000000000028281,619311700,NO,7400,NO
10000000000028282,1300,NO,200,NO
10000000000028283,1400,NO,4700,NO
10000000000028284,500,NO,200,NO
10000000000028285,400,NO,2500,NO
10000000000028286,300,NO,100,NO
10000000000028287,500,NO,1900,NO
10000000000028288,200,NO,100,NO
10000000000028289,300,NO,1700,NO
10000000000028290,300,NO,100,NO
10000000000028291,400,NO,1800,NO
10000000000028292,200,NO,100,NO
10000000000028293,700,NO,1600,NO
10000000000028294,300,NO,0,NO
10000000000028295,300,NO,1500,NO
10000000000028296,200,NO,100,NO
10000000000028297,300,NO,1500,NO
10000000000028298,300,NO,100,NO
10000000000028299,4600,NO,3500,NO
10000000000028300,400,NO,200,NO
10000000000028301,300,NO,2200,NO
10000000000028302,300,NO,100,NO
10000000000028303,397500,NO,2600,NO
10000000000028304,400,NO,200,NO
10000000000028305,400,NO,2100,NO
10000000000028306,300,NO,200,NO
10000000000028307,400,NO,1600,NO
10000000000028308,300,NO,100,NO
10000000000028309,700,NO,1500,NO
10000000000028310,300,NO,100,NO
10000000000028311,400,NO,1700,NO
10000000000028312,300,NO,100,NO
10000000000028313,300,NO,1500,NO
10000000000028314,200,NO,100,NO
10000000000028315,400,NO,1600,NO
10000000000028316,300,NO,0,NO
10000000000028317,600,NO,1500,NO
10000000000028318,300,NO,100,NO
10000000000028319,300,NO,1500,NO
10000000000028320,300,NO,100,NO
10000000000028321,500,NO,1500,NO
10000000000028322,300,NO,100,NO
10000000000028323,1200,NO,1800,NO
10000000000028324,300,NO,100,NO
10000000000028325,300,NO,1500,NO
10000000000028326,200,NO,100,NO
10000000000028327,213400,NO,2300,NO
10000000000028328,1100,NO,200,NO
10000000000028329,3900,NO,3100,NO
10000000000028330,400,NO,100,NO
10000000000028331,300,NO,2100,NO
10000000000028332,200,NO,0,NO
10000000000028333,90000,NO,2300,NO
10000000000028334,300,NO,200,NO
10000000000028335,400,NO,1800,NO
10000000000028336,300,NO,100,NO
10000000000028337,300,NO,1600,NO
10000000000028338,200,NO,100,NO
10000000000028339,400,NO,1600,NO
10000000000028340,300,NO,100,NO
10000000000028341,2600,NO,1500,NO
10000000000028342,300,NO,100,NO
10000000000028343,400,NO,1600,NO
10000000000028344,300,NO,100,NO
10000000000028345,400,NO,1600,NO
10000000000028346,300,NO,100,NO
10000000000028347,2100,NO,1600,NO
10000000000028348,300,NO,100,NO
10000000000028349,400,NO,1600,NO
10000000000028350,200,NO,100,NO
10000000000028351,1037001600,YES,43900,YES
